,Epoch,Batch_id,Sup loss 1,Sup loss 2
0,1.0,0.0,2.3082835003733635,2.3468252569437027
1,1.0,50.0,2.0967437624931335,2.0813457425683737
2,1.0,100.0,1.2911057732999325,1.299962007906288
3,1.0,150.0,0.7603139855200425,0.7827684203766694
4,1.0,200.0,0.9393875121604651,1.0008485263679177
5,1.0,250.0,1.14391939212328,1.1486406701269516
6,1.0,300.0,0.45014250118401833,0.4384934620356944
7,1.0,350.0,0.8182502343552187,0.8448372783313971
8,1.0,400.0,0.49516477608995046,0.4938820925890468
9,1.0,450.0,0.41103249449224677,0.4673834693385288
10,1.0,500.0,0.9792342255959738,0.9880925903112256
11,1.0,550.0,0.43837813936625025,0.42381006266805343
12,1.0,600.0,1.0227277923490874,1.0402126092833441
13,1.0,650.0,1.3732119554406381,1.3792279788958695
14,1.0,700.0,1.3574307411618065,1.4181429145662605
15,1.0,750.0,0.4811398697493132,0.4959811193548376
16,1.0,800.0,0.431541153920989,0.46743072790013684
17,1.0,850.0,0.6340326529170852,0.6528448843600927
18,1.0,900.0,0.09092741652420955,0.08585314423544332
19,1.0,950.0,0.21435216046666028,0.2265573089098325
20,1.0,1000.0,0.3441722048119118,0.34423799255819176
21,1.0,1050.0,1.0631706748827128,1.0188791318796575
22,1.0,1100.0,0.5298920576242381,0.5179628763871733
23,1.0,1150.0,0.5294888753522855,0.5617758729755451
24,1.0,1200.0,0.7499647270815331,0.7439154020466958
25,1.0,1250.0,0.7577472978155129,0.7622871199273504
26,1.0,1300.0,0.3334462402999634,0.3273103582469048
27,1.0,1350.0,0.4768163606913731,0.4795692718726059
28,1.0,1400.0,1.0590200546866981,1.0649889675260056
29,1.0,1450.0,0.7499593988304696,0.7591138801672059
30,1.0,1500.0,1.0202107810882808,0.9903684731143585
31,1.0,1550.0,0.45396349928523705,0.438191257503604
32,1.0,1600.0,0.6094219890110253,0.612346119056383
33,1.0,1650.0,0.30320597737772914,0.3033773654533434
34,1.0,1700.0,0.5765739843336632,0.5841522770861047
35,1.0,1750.0,0.7577366412660922,0.7577612024942937
36,1.0,1800.0,0.5002136296443496,0.5180138743107818
37,1.0,1850.0,0.3485647119432542,0.35155947157909395
38,1.0,1900.0,0.21873423679244297,0.22682510259983246
39,1.0,1950.0,0.6420021389858448,0.6281712367999717
40,1.0,2000.0,0.5347882346040933,0.5215431936267123
41,1.0,2050.0,0.4314837883794098,0.43837383361096727
42,1.0,2100.0,0.7616621751999446,0.7305788476533053
43,1.0,2150.0,0.41234469801929663,0.42092504643733264
44,1.0,2200.0,0.23435554713068996,0.23408871476203785
45,1.0,2250.0,0.2256960434560824,0.2203265053085488
46,1.0,2300.0,0.8925857100766734,0.9089049351896392
47,1.0,2350.0,0.36610462550015654,0.37145957646134775
48,1.0,2400.0,0.6303150804590132,0.5751440170806745
49,1.0,2450.0,0.3546567262383178,0.34924641308316495
50,1.0,2500.0,0.4672607272514142,0.46151654101140593
51,1.0,2550.0,0.5854555241094204,0.5888117794529535
52,1.0,2600.0,0.5528944630455044,0.5665166259373109
53,1.0,2650.0,0.9565811487700557,0.9598697243200149
54,1.0,2700.0,0.3726753382361494,0.3779567571473308
55,1.0,2750.0,0.45803889015951427,0.4474122973770136
56,1.0,2800.0,0.6879879268817604,0.694702458622487
57,1.0,2850.0,0.9274844892861438,0.9478633502512821
58,1.0,2900.0,0.563573405023817,0.5365021624638757
59,1.0,2950.0,0.677491241334792,0.66864233585693
60,1.0,3000.0,0.8618699224989541,0.8618105396035389
61,1.0,3050.0,0.46727282049687346,0.45304455555742607
62,1.0,3100.0,0.20656627700373065,0.20462620923353825
63,1.0,3150.0,0.7524531127419323,0.7317149733680708
64,1.0,3200.0,0.544682747189654,0.5338087855197955
65,1.0,3250.0,0.47132906397791885,0.47925207376169965
66,1.0,3300.0,0.6217954253697826,0.6428658150616684
67,1.0,3350.0,0.4821062553482989,0.48088753411593643
68,1.0,3400.0,0.42586265492718667,0.4439838928592508
69,1.0,3450.0,0.37273963462348547,0.3814727554449746
70,1.0,3500.0,0.24081378908158513,0.24858641442551743
71,1.0,3550.0,0.656867760419118,0.6579246259989304
72,1.0,3600.0,0.691671347668489,0.7073752631272328
73,1.0,3650.0,0.26896583698908216,0.2696453687676694
74,1.0,3700.0,0.10930227001654202,0.10541911028985851
75,2.0,0.0,0.36662871458793234,0.3567318714085559
76,2.0,50.0,0.7593976943489906,0.7709878265771977
77,2.0,100.0,0.17178614802162429,0.16846135965943176
78,2.0,150.0,0.09418909043142776,0.09395721677037727
79,2.0,200.0,0.1893766391040117,0.18696860854470287
80,2.0,250.0,0.27363624959252775,0.2637114980316255
81,2.0,300.0,0.31994303962619597,0.3338347263761534
82,2.0,350.0,0.1600481462796779,0.15704256646404247
83,2.0,400.0,0.41817677116341656,0.4261925438986509
84,2.0,450.0,0.5267579619821845,0.5170393343796604
85,2.0,500.0,1.258773702434837,1.2739553492397135
86,2.0,550.0,0.2150743421361767,0.2134772048530067
87,2.0,600.0,0.349009107966026,0.35393605672140893
88,2.0,650.0,0.41939960941499477,0.42508362676517164
89,2.0,700.0,0.3672714654712763,0.35879394890253025
90,2.0,750.0,0.4344951744074024,0.4505479312717853
91,2.0,800.0,0.7250158795104653,0.7202042493854606
92,2.0,850.0,0.5267671335750492,0.5208927642488561
93,2.0,900.0,0.4845662086871694,0.4738600281089016
94,2.0,950.0,0.0855545102913311,0.08829926401176635
95,2.0,1000.0,0.6573682364324895,0.6574425505465342
96,2.0,1050.0,1.406454307445415,1.3950376449276973
97,2.0,1100.0,0.10679379042721848,0.10768060308464555
98,2.0,1150.0,0.28646339772694773,0.2840854409578242
99,2.0,1200.0,0.6402282326744171,0.6438716950506205
100,2.0,1250.0,0.1483185592769587,0.14705444641913346
101,2.0,1300.0,0.6715154230214466,0.6793524828708541
102,2.0,1350.0,0.4853493536120368,0.4950882775574428
103,2.0,1400.0,0.23528232159651452,0.2324493170799542
104,2.0,1450.0,0.2869145934482731,0.2955518944402229
105,2.0,1500.0,0.6664152819103037,0.6646261103633151
106,2.0,1550.0,0.0830526806821581,0.08299922970763873
107,2.0,1600.0,0.10389766599834616,0.10342690718240277
108,2.0,1650.0,0.45982466632995056,0.46771479792369064
109,2.0,1700.0,0.05423342228016281,0.0558190908236611
