,Epoch,Batch_id,Sup loss 1,Sup loss 2,Discrepancy loss
0,1.0,0.0,1.0445907237008214,0.9743887316435575,0.04328616335988045
1,1.0,50.0,1.435571896028705,1.5484430984943174,0.016974344849586487
2,1.0,100.0,1.117552068317309,1.1117081572301686,0.015537017956376076
3,1.0,150.0,0.7622066255657955,0.7502756616654551,0.014478079043328762
4,1.0,200.0,0.68147372562089,0.6426558642779128,0.009224354289472103
5,1.0,250.0,0.5282037581928307,0.5713758677156875,0.007945646531879902
6,1.0,300.0,0.3343603903776966,0.28749336232431233,0.011244484223425388
7,1.0,350.0,1.842129032858793,1.8363303222604372,0.014210544526576996
8,1.0,400.0,1.1004082749586814,1.1623313476870862,0.011529771611094475
9,1.0,450.0,0.34715096789295785,0.3453467152430676,0.015768587589263916
10,1.0,500.0,0.36298102063301485,0.3721423449605936,0.011135340668261051
11,1.0,550.0,1.2215493138937745,1.2138442258656141,0.017928840592503548
12,1.0,600.0,0.2726931332381355,0.24775852684069832,0.013998636975884438
13,1.0,650.0,0.2124530898836383,0.19785042150033405,0.011958194896578789
14,1.0,700.0,0.22406037842665683,0.2275339480365801,0.013493038713932037
15,1.0,750.0,0.74278775536186,0.7285465285995087,0.017557818442583084
16,1.0,800.0,0.5360940169666719,0.5848129952628369,0.013601494021713734
17,1.0,850.0,0.6571074530406804,0.6691308884537648,0.0111438212916255
18,1.0,900.0,0.7988631376119883,0.7833380271763417,0.02100488357245922
19,1.0,950.0,0.8765802665511728,0.899911565851653,0.016374889761209488
20,1.0,1000.0,0.45835987245664,0.45217864599544555,0.019182724878191948
21,1.0,1050.0,0.7869492629833985,0.8360048476024531,0.012856888584792614
22,1.0,1100.0,0.5503536378118952,0.5445610020396998,0.012760345824062824
23,1.0,1150.0,0.42831128936177265,0.41834256924903457,0.016931060701608658
24,1.0,1200.0,0.3061798182543498,0.2798270202601998,0.025067711248993874
25,1.0,1250.0,0.5095763496865402,0.4464777593548206,0.01938783936202526
26,1.0,1300.0,0.33262299381385674,0.37168702972121537,0.021642187610268593
27,1.0,1350.0,0.18905167982302373,0.20116159783356125,0.019177362322807312
28,1.0,1400.0,0.4938888486340147,0.5095623653342045,0.015888219699263573
29,1.0,1450.0,0.4546113401011098,0.4506692272552755,0.022163450717926025
30,1.0,1500.0,1.196670110361083,1.1392491404913017,0.020157447084784508
31,1.0,1550.0,0.21793054573936388,0.24460212793837854,0.016899507492780685
32,1.0,1600.0,0.2653664705794654,0.266229715954978,0.019402725622057915
33,1.0,1650.0,0.5157488395125256,0.49094377656729193,0.009867988526821136
34,1.0,1700.0,0.4368367257002319,0.4104291258081503,0.01472695916891098
35,1.0,1750.0,0.7477815008496691,0.6827259060155484,0.017741648480296135
36,1.0,1800.0,0.6116522019019612,0.5904054194470518,0.016837580129504204
37,1.0,1850.0,1.1689456728418008,1.2714690068096388,0.007192288525402546
38,1.0,1900.0,0.707993145162618,0.6583584526042614,0.016804208979010582
39,1.0,1950.0,0.18098185121289134,0.1871605780588652,0.02472504787147045
40,1.0,2000.0,0.7362307200728537,0.6985860789955041,0.010593433864414692
41,1.0,2050.0,0.3024443669273751,0.31413813076505903,0.022891271859407425
42,1.0,2100.0,1.4606637894539745,1.3692521552820835,0.017045166343450546
43,1.0,2150.0,0.39446832999237813,0.5086853734974284,0.013353235088288784
44,1.0,2200.0,0.6589784009629511,0.7106384712351428,0.01807498000562191
45,1.0,2250.0,0.18514203245285898,0.19047802923250856,0.016107214614748955
46,1.0,2300.0,0.7517192106461152,0.7460454453685088,0.01464314479380846
47,1.0,2350.0,0.1842230142065091,0.19224084547022358,0.011660151183605194
48,1.0,2400.0,0.49836649978533387,0.5328594851998787,0.010298429057002068
49,1.0,2450.0,0.4240175396807899,0.43604938154749107,0.023131592199206352
50,1.0,2500.0,0.5573105106832372,0.5512422972888089,0.012633073143661022
51,1.0,2550.0,0.28221133559782174,0.2962723966129488,0.014049879275262356
52,1.0,2600.0,0.12772697445643644,0.13077132253329182,0.02313028834760189
53,1.0,2650.0,0.33192393126591924,0.30077882366094855,0.012106492184102535
54,1.0,2700.0,0.38829260881720984,0.3607735465739097,0.02953014150261879
55,1.0,2750.0,0.4270652466989304,0.41402316277230966,0.020089341327548027
56,1.0,2800.0,0.976833175112688,0.9928529048429482,0.01825788989663124
57,1.0,2850.0,0.8295248910471855,0.7913908526825253,0.016988499090075493
58,1.0,2900.0,0.6959149468375472,0.6930294743078775,0.016086280345916748
59,1.0,2950.0,0.09274408729834249,0.09997704694251297,0.016389528289437294
60,1.0,3000.0,0.4045226258267576,0.40083282875644954,0.013887387700378895
61,1.0,3050.0,0.41829897897878254,0.4244901626625506,0.028161484748125076
62,1.0,3100.0,0.16184831743885297,0.1693369392414752,0.011622391641139984
63,1.0,3150.0,0.375552161932319,0.3658669101050691,0.01957951858639717
64,1.0,3200.0,0.4703983453800902,0.4825690148973081,0.016478704288601875
65,1.0,3250.0,0.1545678940601647,0.16648887194605777,0.021656474098563194
66,1.0,3300.0,0.8311799293503555,0.8366831477537744,0.013817811384797096
67,1.0,3350.0,0.7017783767923902,0.674470977671831,0.017917055636644363
68,1.0,3400.0,0.28490807447451516,0.2969165229637838,0.012188982218503952
69,1.0,3450.0,0.5694763935025549,0.5896657562952896,0.015609239228069782
70,1.0,3500.0,0.42337715012217814,0.3985978241853445,0.023361342027783394
71,1.0,3550.0,0.4338459566097299,0.46414479439044953,0.011838408187031746
72,1.0,3600.0,0.3244079138221423,0.31491128671041224,0.010470434091985226
73,1.0,3650.0,0.3392963063101888,0.37247339325767825,0.024754445999860764
74,1.0,3700.0,0.5951532141434654,0.6170676729000206,0.018240390345454216
75,2.0,0.0,1.013341178491828,1.0020235332049197,0.014671549201011658
76,2.0,50.0,0.5151770693482831,0.5047058154304978,0.016814811155200005
77,2.0,100.0,0.2593901638610987,0.24855222256155685,0.017082247883081436
78,2.0,150.0,0.4266683130626916,0.41781373263074784,0.012877866625785828
79,2.0,200.0,0.21081169551507628,0.21421708801062778,0.013567444868385792
80,2.0,250.0,0.5064171015692409,0.514671550343337,0.01133169699460268
81,2.0,300.0,0.6187422940747638,0.6098024161547073,0.010336898267269135
82,2.0,350.0,0.285139387651725,0.26601749964174815,0.013203009963035583
83,2.0,400.0,0.35735528163240815,0.36604561624335474,0.004481923300772905
84,2.0,450.0,0.13171757652389715,0.12672497066250799,0.007859990932047367
85,2.0,500.0,0.39093996606447945,0.4007142202551677,0.013409349136054516
86,2.0,550.0,0.3332783884233663,0.28707280666367296,0.006704968400299549
87,2.0,600.0,0.6660614577922388,0.6571997531718807,0.013200687244534492
88,2.0,650.0,0.20243164350131337,0.2093564917108779,0.005334203131496906
89,2.0,700.0,0.22840000845430097,0.21909038656036728,0.0049107372760772705
90,2.0,750.0,0.7218567369700395,0.7087759167181957,0.008991903625428677
91,2.0,800.0,0.20827628332881432,0.18895470255938562,0.009612436406314373
92,2.0,850.0,0.15425169041535014,0.15034439258248256,0.007204202003777027
93,2.0,900.0,0.417799599472346,0.437449652747091,0.008264637552201748
94,2.0,950.0,0.3361501812632923,0.34006920631236426,0.010846378281712532
95,2.0,1000.0,0.47995218310734344,0.47301147857251635,0.006038032006472349
96,2.0,1050.0,0.4381178084995554,0.4205675724060711,0.00408240407705307
97,2.0,1100.0,0.2694767615289493,0.25078149484488677,0.010440753772854805
98,2.0,1150.0,0.1434190100289925,0.12862399135974556,0.009795053862035275
99,2.0,1200.0,0.257207649459815,0.2488374405020295,0.008376485668122768
100,2.0,1250.0,0.2509079587572387,0.24361743638269218,0.008632102981209755
101,2.0,1300.0,0.16977220868170662,0.18369658627239005,0.00867427047342062
